Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,35.500000,35.799999,35.200001,35.400002,15.754457,1659773
2000-01-05,34.099998,35.400002,33.799999,35.099998,15.620941,2993100
2000-01-06,35.000000,35.200001,34.500000,34.599998,15.398422,3562800
2000-01-07,34.700001,34.900002,34.400002,34.900002,15.531936,2199472
2000-01-10,35.000000,35.400002,35.000000,35.299999,15.709947,1897500
2000-01-11,35.599998,35.599998,35.000000,35.200001,15.665447,1395246
2000-01-12,35.000000,35.200001,34.900002,35.099998,15.620941,1436928
2000-01-13,35.299999,35.299999,34.400002,34.599998,15.398422,1589800
2000-01-14,34.599998,35.000000,34.400002,34.500000,15.353918,2787400
2000-01-17,34.599998,35.000000,34.500000,34.799999,15.487433,856176
2000-01-18,34.599998,34.900002,34.400002,34.400002,15.309415,1181500
2000-01-19,34.200001,34.500000,33.799999,33.900002,15.086899,3398970
2000-01-20,33.900002,34.099998,33.599998,33.799999,15.042384,2492068
2000-01-21,33.299999,33.799999,33.299999,33.500000,14.908879,2750528
2000-01-24,33.799999,33.799999,33.400002,33.400002,14.864371,1702800
2000-01-25,33.299999,33.500000,33.000000,33.200001,14.775364,1670200
2000-01-26,33.299999,33.500000,33.299999,33.299999,14.819872,1262936
2000-01-27,33.299999,33.500000,33.200001,33.400002,14.864371,1510737
2000-01-28,33.400002,33.400002,33.000000,33.000000,14.686357,3392933
2000-01-31,32.900002,32.900002,32.099998,32.500000,14.463836,4502339
2000-02-01,32.700001,32.700001,32.000000,32.099998,14.285822,3412500
2000-02-02,32.500000,33.000000,32.299999,32.700001,14.552844,3775582
2000-02-03,33.000000,33.000000,31.700001,31.799999,14.152307,4947800
2000-02-04,31.799999,31.799999,31.799999,31.799999,14.152307,0
2000-02-07,31.799999,31.799999,31.799999,31.799999,14.152307,0
2000-02-08,31.900000,31.900000,30.600000,30.799999,13.707267,3839600
2000-02-09,31.000000,31.799999,30.500000,31.000000,13.796271,2994982
