Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,30.611401,30.859800,29.990499,30.797701,15.119448,3646195
2000-01-05,29.555799,30.549299,27.693100,28.562401,14.022077,13344364
2000-01-06,28.562401,28.562401,26.451300,26.761700,13.138064,7545239
2000-01-07,27.320499,27.568899,26.575399,27.258400,13.381912,3824961
2000-01-10,27.568899,28.313999,27.568899,27.879400,13.686776,3751594
2000-01-11,28.251900,28.313999,27.134300,27.879400,13.686776,4372535
2000-01-12,27.879400,27.879400,27.320499,27.506800,13.503857,1631447
2000-01-13,27.382601,27.382601,26.078699,26.699600,13.107579,8565578
2000-01-14,26.885900,26.885900,25.830299,26.016600,12.772274,3072370
2000-01-17,26.327101,26.389200,25.768200,25.892401,12.711299,1798618
2000-01-18,25.768200,25.892401,25.209400,25.271500,12.406483,3880110
2000-01-19,25.085199,25.085199,24.278000,24.774799,12.162645,6287431
2000-01-20,24.899000,25.644100,24.899000,25.271500,12.406483,5121905
2000-01-21,24.961000,25.147301,24.899000,25.023100,12.284536,1700699
2000-01-24,25.023100,25.085199,24.526400,24.836800,12.193076,1674930
2000-01-25,24.836800,25.085199,24.402201,24.836800,12.193076,2686331
2000-01-26,24.899000,25.706100,24.899000,25.644100,12.589406,3810467
2000-01-27,25.644100,26.202900,25.644100,25.706100,12.619840,3153218
2000-01-28,25.954500,26.699600,25.830299,26.637501,13.077093,6488745
2000-01-31,26.140800,26.202900,25.830299,26.078699,12.802761,3005366
2000-02-01,26.078699,26.202900,25.457800,25.954500,12.741786,3765372
2000-02-02,26.078699,26.140800,25.892401,25.892401,12.711299,2591311
2000-02-03,25.954500,26.016600,25.395700,25.706100,12.619840,3069632
2000-02-04,25.706100,25.706100,25.706100,25.706100,12.619840,0
2000-02-07,25.706100,25.706100,25.706100,25.706100,12.619840,0
2000-02-08,25.582001,25.582001,24.712700,24.712700,12.132150,2142139
2000-02-09,24.774799,25.147301,24.650600,24.899000,12.223616,2789851
2000-02-10,24.899000,25.085199,23.532900,24.712700,12.132150,7326210
2000-02-11,24.712700,24.712700,23.098301,23.594999,11.583445,8505103
2000-02-14,23.594999,23.594999,22.725700,22.974100,11.278626,5979460
2000-02-15,22.912001,22.912001,22.042700,22.291100,10.943322,4211149
2000-02-16,22.663601,23.594999,22.353201,23.594999,11.583445,2787352
2000-02-17,23.470800,23.532900,22.974100,23.036200,11.309112,2279355
2000-02-18,23.098301,23.098301,22.104799,22.104799,10.851865,3823351
2000-02-21,21.732300,21.980600,21.608101,21.918501,10.760404,1914413
2000-02-22,22.104799,22.229000,21.359699,22.229000,10.912837,4587315
2000-02-23,22.042700,22.229000,21.483900,21.546000,10.577531,2040516
2000-02-24,21.856400,22.353201,21.670200,22.166901,10.882350,2396761
2000-02-25,22.166901,22.166901,20.925100,21.483900,10.547046,6422464
2000-02-28,21.670200,21.670200,20.428301,20.490400,10.059313,3630090
2000-02-29,20.552500,20.676701,20.428301,20.552500,10.089795,3140237
2000-03-01,20.552500,20.863001,20.179899,20.242001,9.937365,3721083
2000-03-02,20.304100,20.304100,19.248600,20.179899,9.906878,8091305
2000-03-03,20.179899,20.304100,19.559000,19.869499,9.754491,2882813
2000-03-06,20.117800,20.117800,19.372700,19.807400,9.724002,6111080
2000-03-07,19.869499,20.179899,19.496901,19.745300,9.693518,4670479
2000-03-08,19.434799,19.993700,19.372700,19.807400,9.724002,4722816
2000-03-09,19.869499,20.055799,19.434799,19.434799,9.541087,5983186
2000-03-10,19.559000,19.869499,19.496901,19.745300,9.693518,5205329
2000-03-13,19.559000,20.490400,19.434799,20.117800,9.876390,5076328
2000-03-14,20.117800,20.614599,20.117800,20.366199,9.998335,2246343
2000-03-15,19.993700,20.490400,19.869499,20.366199,9.998335,2486627
2000-03-16,20.428301,21.111300,20.179899,20.366199,9.998335,3422334
2000-03-17,20.490400,21.173401,20.490400,21.111300,10.364124,4045601
2000-03-20,20.552500,21.297600,20.552500,20.987101,10.303150,1956770
2000-03-21,20.987101,21.111300,20.242001,20.366199,9.998335,3122779
2000-03-22,20.490400,21.049200,20.428301,21.049200,10.333643,4211134
2000-03-23,21.546000,21.546000,20.863001,20.987101,10.303150,3027276
2000-03-24,21.297600,21.359699,21.049200,21.173401,10.394612,3829793
2000-03-27,21.421801,21.918501,21.359699,21.732300,10.668989,3750878
2000-03-28,21.794300,22.787800,21.794300,22.353201,10.973811,4586732
2000-03-29,22.353201,22.912001,22.104799,22.849899,11.217653,4082643
2000-03-30,22.849899,23.594999,22.601500,23.284500,11.431009,5754352
2000-03-31,22.725700,23.222500,22.663601,22.974100,11.278626,3216188
2000-04-03,22.912001,22.974100,21.918501,22.291100,10.943322,4101969
2000-04-04,22.291100,22.291100,22.291100,22.291100,10.943322,0
2000-04-05,22.291100,22.663601,22.104799,22.353201,10.973811,3151768
2000-04-06,22.353201,22.353201,21.235500,21.546000,10.577531,5848084
2000-04-07,21.608101,21.918501,21.483900,21.670200,10.638503,1548373
2000-04-10,21.608101,21.732300,21.359699,21.732300,10.668989,3063190
2000-04-11,21.483900,21.732300,21.421801,21.670200,10.638503,1778003
2000-04-12,21.670200,22.601500,21.670200,22.291100,10.943322,2940791
2000-04-13,21.980600,22.663601,21.794300,22.415300,11.004298,3786470
2000-04-14,21.732300,23.532900,21.732300,22.787800,11.468569,9415009
2000-04-17,21.732300,21.980600,21.483900,21.794300,10.968565,2990234
2000-04-18,21.980600,22.166901,21.856400,21.918501,11.031070,4292653
2000-04-19,22.104799,22.849899,22.104799,22.601500,11.374809,2948844
2000-04-20,22.477400,22.663601,22.477400,22.601500,11.374809,3508254
2000-04-21,22.601500,22.601500,22.601500,22.601500,11.374809,0
2000-04-24,22.601500,22.601500,22.601500,22.601500,11.374809,0
2000-04-25,22.663601,22.974100,22.415300,22.539400,11.343555,1967238
2000-04-26,22.601500,22.725700,21.483900,21.546000,10.843597,2324771
2000-04-27,21.297600,21.359699,20.987101,21.111300,10.624825,4053009
2000-04-28,21.359699,21.421801,20.987101,21.173401,10.656077,1219800
2000-05-01,21.173401,21.173401,21.173401,21.173401,10.656077,0
2000-05-02,21.111300,21.173401,20.304100,20.490400,10.312345,4369314
2000-05-03,20.366199,20.490400,20.117800,20.242001,10.187329,2777324
2000-05-04,20.242001,20.242001,19.745300,19.807400,9.968601,4000507
2000-05-05,19.683201,19.683201,19.496901,19.559000,9.843589,2246661
2000-05-08,19.621099,19.869499,18.689699,18.689699,9.406090,3887191
2000-05-09,18.689699,18.689699,18.689699,18.689699,9.406090,0
2000-05-10,18.472401,18.472401,17.665199,18.037800,9.078004,9110655
2000-05-11,18.037800,18.037800,18.037800,18.037800,9.078004,0
2000-05-12,17.882500,19.124399,17.882500,18.627600,9.374835,3805635
2000-05-15,18.627600,18.813900,18.255100,18.286100,9.202966,1507280
2000-05-16,18.286100,18.317200,17.944599,18.099899,9.109259,2584869
2000-05-17,18.255100,18.255100,17.261600,17.416800,8.765469,4912113
2000-05-18,17.478901,19.496901,17.385799,18.813900,9.468599,12900185
2000-05-19,19.124399,20.117800,19.124399,19.807400,9.968601,10209023
2000-05-22,19.621099,19.621099,18.255100,18.751801,9.437347,9184932
2000-05-23,18.875999,19.124399,18.441401,18.503500,9.312380,2331696
2000-05-24,18.503500,18.503500,17.572100,18.224001,9.171717,5762405
2000-05-25,18.224001,18.224001,17.696301,17.696301,8.906137,4295230
2000-05-26,17.447901,18.503500,16.889099,18.161900,9.140458,4598006
2000-05-29,18.068800,19.683201,17.882500,19.621099,9.874844,9403768
2000-05-30,19.621099,19.621099,19.621099,19.621099,9.874844,0
2000-05-31,19.993700,20.242001,18.689699,18.938101,9.531105,23921710
2000-06-01,19.124399,19.931601,18.751801,19.496901,9.812336,14822176
2000-06-02,19.869499,20.490400,19.869499,20.366199,10.249832,7770711
2000-06-05,21.111300,21.794300,21.111300,21.608101,10.874852,5556614
2000-06-06,21.608101,21.608101,21.608101,21.608101,10.874852,0
2000-06-07,21.483900,22.539400,21.421801,22.353201,11.249846,10126969
2000-06-08,22.539400,22.601500,21.111300,21.421801,10.781095,4087958
2000-06-09,21.173401,21.608101,20.925100,21.483900,10.812346,3538290
2000-06-12,21.732300,21.732300,21.235500,21.546000,10.843597,1588053
2000-06-13,21.235500,21.235500,20.490400,20.738800,10.437356,3359524
2000-06-14,20.800900,20.925100,20.366199,20.614599,10.374848,1853697
2000-06-15,20.800900,21.670200,20.800900,21.421801,10.781095,4052856
2000-06-16,21.546000,23.160400,21.546000,23.098301,11.624839,11365530
2000-06-19,23.036200,23.098301,22.353201,22.353201,11.249846,5775392
2000-06-20,22.601500,22.663601,21.359699,21.794300,10.968565,6495992
2000-06-21,21.608101,21.794300,21.235500,21.670200,10.906105,1362491
2000-06-22,21.421801,21.670200,20.925100,21.421801,10.781095,3248399
2000-06-23,21.359699,21.483900,20.863001,21.421801,10.781095,1472006
2000-06-26,21.421801,21.421801,21.173401,21.297600,10.718584,1490021
2000-06-27,21.359699,21.483900,21.111300,21.111300,10.624825,1045221
2000-06-28,21.235500,21.421801,20.800900,21.173401,10.656077,1842423
2000-06-29,21.111300,21.359699,20.552500,20.987101,10.562315,2510785
2000-06-30,21.111300,21.483900,20.800900,21.297600,10.718584,2059842
2000-07-03,21.297600,21.980600,21.111300,21.421801,10.781095,4194759
2000-07-04,21.670200,21.856400,21.297600,21.483900,10.812346,3551175
2000-07-05,21.483900,21.670200,21.049200,21.483900,10.812346,4432124
