"Date","Price","Open","High","Low","Change %"
"Jun 21, 2012","1.047","1.047","1.047","1.047","0.87%"
"Jun 20, 2012","1.038","1.038","1.038","1.038","1.17%"
"Jun 19, 2012","1.026","1.026","1.026","1.026","-2.56%"
"Jun 18, 2012","1.053","1.053","1.053","1.053","-2.23%"
"Jun 16, 2012","1.077","1.077","1.077","1.077","0.00%"
"Jun 15, 2012","1.077","1.077","1.077","1.077","-1.01%"
"Jun 14, 2012","1.088","1.088","1.088","1.088","-3.97%"
"Jun 13, 2012","1.133","1.133","1.133","1.133","3.09%"
"Jun 12, 2012","1.099","1.099","1.099","1.099","-1.52%"
"Jun 11, 2012","1.116","1.116","1.116","1.116","7.51%"
"Jun 09, 2012","1.038","1.038","1.038","1.038","0.00%"
"Jun 08, 2012","1.038","1.038","1.038","1.038","-1.61%"
"Jun 07, 2012","1.055","1.055","1.055","1.055","0.00%"
"Jun 06, 2012","1.055","1.055","1.055","1.055","4.35%"
"Jun 05, 2012","1.011","1.011","1.011","1.011","3.37%"
"Jun 04, 2012","0.978","0.978","0.978","0.978","-3.26%"
"Jun 02, 2012","1.011","1.011","1.011","1.011","0.00%"
"Jun 01, 2012","1.011","1.011","1.011","1.011","-3.16%"
"May 31, 2012","1.044","1.044","1.044","1.044","-2.61%"
"May 30, 2012","1.072","1.072","1.072","1.072","-1.56%"
"May 29, 2012","1.089","1.089","1.089","1.089","3.71%"
"May 28, 2012","1.050","1.050","1.050","1.050","-0.47%"
"May 26, 2012","1.055","1.055","1.055","1.055","0.00%"
"May 25, 2012","1.055","1.055","1.055","1.055","3.23%"
"May 24, 2012","1.022","1.022","1.022","1.022","-0.39%"
"May 23, 2012","1.026","1.026","1.026","1.026","-1.72%"
"May 22, 2012","1.044","1.044","1.044","1.044","0.00%"
"May 21, 2012","1.044","1.044","1.044","1.044","-0.10%"
"May 19, 2012","1.045","1.045","1.045","1.045","0.00%"
"May 18, 2012","1.045","1.045","1.045","1.045","-5.94%"
"May 17, 2012","1.111","1.111","1.111","1.111","-0.54%"
"May 16, 2012","1.117","1.117","1.117","1.117","0.00%"
"May 15, 2012","1.117","1.117","1.117","1.117","0.54%"
"May 14, 2012","1.111","1.111","1.111","1.111","-2.88%"
"May 12, 2012","1.144","1.144","1.144","1.144","0.00%"
"May 11, 2012","1.144","1.144","1.144","1.144","-1.46%"
"May 10, 2012","1.161","1.161","1.161","1.161","0.96%"
"May 09, 2012","1.150","1.150","1.150","1.150","0.52%"
"May 08, 2012","1.144","1.144","1.144","1.144","-1.46%"
"May 07, 2012","1.161","1.161","1.161","1.161","-4.13%"
"May 06, 2012","1.211","1.211","1.211","1.211","0.00%"
"May 05, 2012","1.211","1.211","1.211","1.211","0.00%"
"May 04, 2012","1.211","1.211","1.211","1.211","0.92%"
"May 03, 2012","1.200","1.200","1.200","1.200","-0.91%"
"May 02, 2012","1.211","1.211","1.211","1.211","0.92%"
"May 01, 2012","1.200","1.200","1.200","1.200","0.00%"
"Apr 30, 2012","1.200","1.200","1.200","1.200","1.44%"
"Apr 28, 2012","1.183","1.183","1.183","1.183","0.00%"
"Apr 27, 2012","1.183","1.183","1.183","1.183","-4.06%"
"Apr 26, 2012","1.233","1.233","1.233","1.233","-0.96%"
"Apr 25, 2012","1.245","1.245","1.245","1.245","1.38%"
"Apr 24, 2012","1.228","1.228","1.228","1.228","0.49%"
"Apr 23, 2012","1.222","1.222","1.222","1.222","-0.65%"
"Apr 21, 2012","1.230","1.230","1.230","1.230","0.00%"
"Apr 20, 2012","1.230","1.230","1.230","1.230","-0.73%"
"Apr 19, 2012","1.239","1.239","1.239","1.239","-0.88%"
"Apr 18, 2012","1.250","1.250","1.250","1.250","0.00%"
"Apr 17, 2012","1.250","1.250","1.250","1.250","-0.40%"
"Apr 16, 2012","1.255","1.255","1.255","1.255","-2.18%"
"Apr 14, 2012","1.283","1.283","1.283","1.283","0.00%"
"Apr 13, 2012","1.283","1.283","1.283","1.283","1.34%"
"Apr 12, 2012","1.266","1.266","1.266","1.266","1.28%"
"Apr 11, 2012","1.250","1.250","1.250","1.250","-1.26%"
"Apr 10, 2012","1.266","1.266","1.266","1.266","-7.79%"
"Apr 08, 2012","1.373","1.373","1.373","1.373","0.00%"
"Apr 06, 2012","1.373","1.373","1.373","1.373","0.00%"
"Apr 05, 2012","1.373","1.373","1.373","1.373","2.08%"
"Apr 04, 2012","1.345","1.345","1.345","1.345","0.00%"
"Apr 03, 2012","1.345","1.345","1.345","1.345","-0.37%"
"Apr 02, 2012","1.350","1.350","1.350","1.350","4.73%"
"Mar 31, 2012","1.289","1.289","1.289","1.289","0.00%"
"Mar 30, 2012","1.289","1.289","1.289","1.289","-1.23%"
"Mar 29, 2012","1.305","1.305","1.305","1.305","-0.84%"
"Mar 28, 2012","1.316","1.316","1.316","1.316","-4.08%"
"Mar 27, 2012","1.372","1.372","1.372","1.372","-2.56%"
"Mar 26, 2012","1.408","1.408","1.408","1.408","-1.95%"
"Mar 24, 2012","1.436","1.436","1.436","1.436","0.00%"
"Mar 23, 2012","1.436","1.436","1.436","1.436","-0.62%"
"Mar 22, 2012","1.445","1.445","1.445","1.445","-3.79%"
"Mar 21, 2012","1.502","1.502","1.502","1.502","0.00%"
"Mar 20, 2012","1.502","1.502","1.502","1.502","3.51%"
"Mar 19, 2012","1.451","1.451","1.451","1.451","-1.89%"
"Mar 17, 2012","1.479","1.479","1.479","1.479","0.00%"
"Mar 16, 2012","1.479","1.479","1.479","1.479","-1.14%"
"Mar 15, 2012","1.496","1.496","1.496","1.496","3.96%"
"Mar 14, 2012","1.439","1.439","1.439","1.439","6.20%"
"Mar 13, 2012","1.355","1.355","1.355","1.355","1.27%"
"Mar 12, 2012","1.338","1.338","1.338","1.338","0.00%"
"Mar 10, 2012","1.338","1.338","1.338","1.338","0.00%"
"Mar 09, 2012","1.338","1.338","1.338","1.338","0.83%"
"Mar 08, 2012","1.327","1.327","1.327","1.327","1.69%"
"Mar 07, 2012","1.305","1.305","1.305","1.305","-3.69%"
"Mar 06, 2012","1.355","1.355","1.355","1.355","0.89%"
"Mar 05, 2012","1.343","1.343","1.343","1.343","-2.04%"
"Mar 03, 2012","1.371","1.371","1.371","1.371","0.00%"
"Mar 02, 2012","1.371","1.371","1.371","1.371","2.08%"
"Mar 01, 2012","1.343","1.343","1.343","1.343","1.67%"
"Feb 29, 2012","1.321","1.321","1.321","1.321","-0.83%"
"Feb 28, 2012","1.332","1.332","1.332","1.332","-2.84%"
"Feb 27, 2012","1.371","1.371","1.371","1.371","-1.58%"
"Feb 25, 2012","1.393","1.393","1.393","1.393","0.00%"
"Feb 24, 2012","1.393","1.393","1.393","1.393","-0.78%"
"Feb 23, 2012","1.404","1.404","1.404","1.404","-2.70%"
"Feb 22, 2012","1.443","1.443","1.443","1.443","2.78%"
"Feb 21, 2012","1.404","1.404","1.404","1.404","0.14%"
"Feb 20, 2012","1.402","1.402","1.402","1.402","1.08%"
"Feb 19, 2012","1.387","1.387","1.387","1.387","0.00%"
"Feb 18, 2012","1.387","1.387","1.387","1.387","0.00%"
"Feb 17, 2012","1.387","1.387","1.387","1.387","2.89%"
"Feb 16, 2012","1.348","1.348","1.348","1.348","-3.23%"
"Feb 15, 2012","1.393","1.393","1.393","1.393","-0.78%"
"Feb 14, 2012","1.404","1.404","1.404","1.404","-2.70%"
"Feb 13, 2012","1.443","1.443","1.443","1.443","1.19%"
"Feb 11, 2012","1.426","1.426","1.426","1.426","0.00%"
"Feb 10, 2012","1.426","1.426","1.426","1.426","-0.77%"
"Feb 09, 2012","1.437","1.437","1.437","1.437","-0.76%"
"Feb 08, 2012","1.448","1.448","1.448","1.448","4.02%"
"Feb 07, 2012","1.392","1.392","1.392","1.392","0.80%"
"Feb 06, 2012","1.381","1.381","1.381","1.381","6.81%"
"Feb 03, 2012","1.293","1.293","1.293","1.293","-2.49%"
"Feb 02, 2012","1.326","1.326","1.326","1.326","2.16%"
"Feb 01, 2012","1.298","1.298","1.298","1.298","-0.46%"
"Jan 31, 2012","1.304","1.304","1.304","1.304","-2.03%"
"Jan 30, 2012","1.331","1.331","1.331","1.331","-2.06%"
"Jan 27, 2012","1.359","1.359","1.359","1.359","-3.89%"
"Jan 26, 2012","1.414","1.414","1.414","1.414","-1.87%"
"Jan 20, 2012","1.441","1.441","1.441","1.441","1.98%"
"Jan 19, 2012","1.413","1.413","1.413","1.413","0.00%"
"Jan 18, 2012","1.413","1.413","1.413","1.413","-4.53%"
"Jan 17, 2012","1.480","1.480","1.480","1.480","-1.86%"
"Jan 16, 2012","1.508","1.508","1.508","1.508","-2.14%"
"Jan 13, 2012","1.541","1.541","1.541","1.541","0.00%"
"Jan 12, 2012","1.541","1.541","1.541","1.541","0.72%"
"Jan 11, 2012","1.530","1.530","1.530","1.530","-4.85%"
"Jan 10, 2012","1.608","1.608","1.608","1.608","3.61%"
"Jan 09, 2012","1.552","1.552","1.552","1.552","-1.40%"
"Jan 06, 2012","1.574","1.574","1.574","1.574","-1.07%"
"Jan 05, 2012","1.591","1.591","1.591","1.591","1.47%"
"Jan 04, 2012","1.568","1.568","1.568","1.568","1.82%"
"Jan 03, 2012","1.540","1.540","1.540","1.540","0.72%"
"Dec 30, 2011","1.529","1.529","1.529","1.529","-1.42%"
"Dec 29, 2011","1.551","1.551","1.551","1.551","-3.00%"
"Dec 28, 2011","1.599","1.599","1.599","1.599","2.04%"
"Dec 23, 2011","1.567","1.567","1.567","1.567","2.55%"
"Dec 22, 2011","1.528","1.528","1.528","1.528","2.21%"
"Dec 21, 2011","1.495","1.495","1.495","1.495","2.82%"
"Dec 20, 2011","1.454","1.454","1.454","1.454","2.18%"
"Dec 19, 2011","1.423","1.423","1.423","1.423","-2.60%"
"Dec 16, 2011","1.461","1.461","1.461","1.461","3.54%"
"Dec 15, 2011","1.411","1.411","1.411","1.411","-1.81%"
"Dec 14, 2011","1.437","1.437","1.437","1.437","-0.90%"
"Dec 13, 2011","1.450","1.450","1.450","1.450","-0.34%"
"Dec 12, 2011","1.455","1.455","1.455","1.455","0.00%"
"Dec 09, 2011","1.455","1.455","1.455","1.455","-2.22%"
"Dec 08, 2011","1.488","1.488","1.488","1.488","-0.33%"
"Dec 07, 2011","1.493","1.493","1.493","1.493","4.99%"
"Dec 06, 2011","1.422","1.422","1.422","1.422","-0.35%"
"Dec 05, 2011","1.427","1.427","1.427","1.427","0.00%"
"Dec 02, 2011","1.427","1.427","1.427","1.427","0.99%"
"Dec 01, 2011","1.413","1.413","1.413","1.413","0.78%"
"Nov 30, 2011","1.402","1.402","1.402","1.402","-0.07%"
"Nov 29, 2011","1.403","1.403","1.403","1.403","1.96%"
"Nov 28, 2011","1.376","1.376","1.376","1.376","3.23%"
"Nov 25, 2011","1.333","1.333","1.333","1.333","-3.89%"
"Nov 24, 2011","1.387","1.387","1.387","1.387","5.00%"
"Nov 23, 2011","1.321","1.321","1.321","1.321","-2.51%"
"Nov 22, 2011","1.355","1.355","1.355","1.355","1.27%"
"Nov 21, 2011","1.338","1.338","1.338","1.338","0.07%"
"Nov 18, 2011","1.337","1.337","1.337","1.337","-1.33%"
"Nov 17, 2011","1.355","1.355","1.355","1.355","-2.38%"
"Nov 16, 2011","1.388","1.388","1.388","1.388","-3.68%"
"Nov 15, 2011","1.441","1.441","1.441","1.441","-3.81%"
"Nov 14, 2011","1.498","1.498","1.498","1.498","2.96%"
"Nov 11, 2011","1.455","1.455","1.455","1.455","2.90%"
"Nov 10, 2011","1.414","1.414","1.414","1.414","-5.54%"
"Nov 09, 2011","1.497","1.497","1.497","1.497","2.32%"
"Nov 08, 2011","1.463","1.463","1.463","1.463","-2.53%"
"Nov 07, 2011","1.501","1.501","1.501","1.501","-1.51%"
"Nov 04, 2011","1.524","1.524","1.524","1.524","4.89%"
"Nov 03, 2011","1.453","1.453","1.453","1.453","1.82%"
"Nov 02, 2011","1.427","1.427","1.427","1.427","-8.93%"
"Nov 01, 2011","1.567","1.567","1.567","1.567","-5.94%"
"Oct 31, 2011","1.666","1.666","1.666","1.666","-3.03%"
"Oct 28, 2011","1.718","1.718","1.718","1.718","5.66%"
"Oct 27, 2011","1.626","1.626","1.626","1.626","5.79%"
"Oct 26, 2011","1.537","1.537","1.537","1.537","-3.21%"
"Oct 25, 2011","1.588","1.588","1.588","1.588","6.86%"
"Oct 24, 2011","1.486","1.486","1.486","1.486","-3.76%"
"Oct 21, 2011","1.544","1.544","1.544","1.544","1.98%"
"Oct 20, 2011","1.514","1.514","1.514","1.514","-1.50%"
"Oct 19, 2011","1.537","1.537","1.537","1.537","3.02%"
"Oct 18, 2011","1.492","1.492","1.492","1.492","-4.60%"
"Oct 17, 2011","1.564","1.564","1.564","1.564","5.53%"
"Oct 14, 2011","1.482","1.482","1.482","1.482","-1.59%"
"Oct 13, 2011","1.506","1.506","1.506","1.506","0.27%"
"Oct 12, 2011","1.502","1.502","1.502","1.502","5.03%"
"Oct 11, 2011","1.430","1.430","1.430","1.430","-4.73%"
"Oct 10, 2011","1.501","1.501","1.501","1.501","5.78%"
"Oct 07, 2011","1.419","1.419","1.419","1.419","4.03%"
"Oct 06, 2011","1.364","1.364","1.364","1.364","3.41%"
"Oct 04, 2011","1.319","1.319","1.319","1.319","-4.14%"
"Oct 03, 2011","1.376","1.376","1.376","1.376","-2.27%"
"Sep 30, 2011","1.408","1.408","1.408","1.408","-0.28%"
"Sep 28, 2011","1.412","1.412","1.412","1.412","-2.15%"
"Sep 27, 2011","1.443","1.443","1.443","1.443","3.44%"
"Sep 26, 2011","1.395","1.395","1.395","1.395","1.16%"
"Sep 23, 2011","1.379","1.379","1.379","1.379","-6.38%"
"Sep 22, 2011","1.473","1.473","1.473","1.473","-7.12%"
"Sep 21, 2011","1.586","1.586","1.586","1.586","-0.38%"
"Sep 20, 2011","1.592","1.592","1.592","1.592","-3.40%"
"Sep 19, 2011","1.648","1.648","1.648","1.648","-2.14%"
"Sep 16, 2011","1.684","1.684","1.684","1.684","0.66%"
"Sep 15, 2011","1.673","1.673","1.673","1.673","-0.18%"
"Sep 14, 2011","1.676","1.676","1.676","1.676","0.48%"
"Sep 12, 2011","1.668","1.668","1.668","1.668","-2.80%"
"Sep 09, 2011","1.716","1.716","1.716","1.716","4.95%"
"Sep 08, 2011","1.635","1.635","1.635","1.635","-5.76%"
"Sep 07, 2011","1.735","1.735","1.735","1.735","1.76%"
"Sep 06, 2011","1.705","1.705","1.705","1.705","-2.57%"
"Sep 05, 2011","1.750","1.750","1.750","1.750","-6.32%"
"Sep 02, 2011","1.868","1.868","1.868","1.868","-2.61%"
"Sep 01, 2011","1.918","1.918","1.918","1.918","1.21%"
"Aug 31, 2011","1.895","1.895","1.895","1.895","-0.32%"
"Aug 30, 2011","1.901","1.901","1.901","1.901","0.69%"
"Aug 29, 2011","1.888","1.888","1.888","1.888","-0.47%"
"Aug 26, 2011","1.897","1.897","1.897","1.897","-0.73%"
"Aug 25, 2011","1.911","1.911","1.911","1.911","5.76%"
"Aug 24, 2011","1.807","1.807","1.807","1.807","-0.44%"
"Aug 23, 2011","1.815","1.815","1.815","1.815","1.40%"
"Aug 22, 2011","1.790","1.790","1.790","1.790","0.67%"
"Aug 19, 2011","1.778","1.778","1.778","1.778","-3.68%"
"Aug 18, 2011","1.846","1.846","1.846","1.846","-6.01%"
"Aug 17, 2011","1.964","1.964","1.964","1.964","-2.43%"
"Aug 16, 2011","2.013","2.013","2.013","2.013","0.70%"
"Aug 15, 2011","1.999","1.999","1.999","1.999","1.32%"
"Aug 12, 2011","1.973","1.973","1.973","1.973","1.23%"
"Aug 11, 2011","1.949","1.949","1.949","1.949","-3.85%"
"Aug 10, 2011","2.027","2.027","2.027","2.027","-5.32%"
"Aug 09, 2011","2.141","2.141","2.141","2.141","-2.46%"
"Aug 08, 2011","2.195","2.195","2.195","2.195","6.35%"
"Aug 05, 2011","2.064","2.064","2.064","2.064","-7.69%"
"Aug 04, 2011","2.236","2.236","2.236","2.236","1.22%"
"Aug 03, 2011","2.209","2.209","2.209","2.209","-1.95%"
"Aug 02, 2011","2.253","2.253","2.253","2.253","-3.22%"
"Aug 01, 2011","2.328","2.328","2.328","2.328","-3.24%"
"Jul 29, 2011","2.406","2.406","2.406","2.406","-0.66%"
"Jul 28, 2011","2.422","2.422","2.422","2.422","0.33%"
"Jul 27, 2011","2.414","2.414","2.414","2.414","-1.55%"
"Jul 26, 2011","2.452","2.452","2.452","2.452","0.82%"
"Jul 25, 2011","2.432","2.432","2.432","2.432","-0.86%"
"Jul 22, 2011","2.453","2.453","2.453","2.453","1.53%"
"Jul 21, 2011","2.416","2.416","2.416","2.416","1.43%"
"Jul 20, 2011","2.382","2.382","2.382","2.382","0.42%"
"Jul 19, 2011","2.372","2.372","2.372","2.372","1.32%"
"Jul 18, 2011","2.341","2.341","2.341","2.341","-1.39%"
"Jul 15, 2011","2.374","2.374","2.374","2.374","0.55%"
"Jul 14, 2011","2.361","2.361","2.361","2.361","-0.46%"
"Jul 13, 2011","2.372","2.372","2.372","2.372","1.80%"
"Jul 12, 2011","2.330","2.330","2.330","2.330","-4.08%"
"Jul 11, 2011","2.429","2.429","2.429","2.429","-5.38%"
"Jul 08, 2011","2.567","2.567","2.567","2.567","2.80%"
"Jul 07, 2011","2.497","2.497","2.497","2.497","0.89%"
"Jul 06, 2011","2.475","2.475","2.475","2.475","-1.08%"
"Jul 05, 2011","2.502","2.502","2.502","2.502","0.52%"
"Jul 04, 2011","2.489","2.489","2.489","2.489","2.77%"
"Jun 30, 2011","2.422","2.422","2.422","2.422","1.47%"
"Jun 29, 2011","2.387","2.387","2.387","2.387","3.20%"
"Jun 28, 2011","2.313","2.313","2.313","2.313","1.18%"
"Jun 27, 2011","2.286","2.286","2.286","2.286","-2.85%"
"Jun 24, 2011","2.353","2.353","2.353","2.353","-1.55%"
"Jun 23, 2011","2.390","2.390","2.390","2.390","-1.77%"
"Jun 22, 2011","2.433","2.433","2.433","2.433","0.50%"
"Jun 21, 2011","2.421","2.421","2.421","2.421","-0.82%"
"Jun 20, 2011","2.441","2.441","2.441","2.441","0.04%"
"Jun 17, 2011","2.440","2.440","2.440","2.440","3.96%"
"Jun 16, 2011","2.347","2.347","2.347","2.347","-3.34%"
"Jun 15, 2011","2.428","2.428","2.428","2.428","2.23%"
"Jun 14, 2011","2.375","2.375","2.375","2.375","-0.88%"
"Jun 13, 2011","2.396","2.396","2.396","2.396","-0.29%"
"Jun 10, 2011","2.403","2.403","2.403","2.403","-0.62%"
"Jun 09, 2011","2.418","2.418","2.418","2.418","-1.43%"
"Jun 08, 2011","2.453","2.453","2.453","2.453","-0.73%"
"Jun 07, 2011","2.471","2.471","2.471","2.471","-0.52%"
"Jun 03, 2011","2.484","2.484","2.484","2.484","1.14%"
"Jun 02, 2011","2.456","2.456","2.456","2.456","-3.91%"
"Jun 01, 2011","2.556","2.556","2.556","2.556","-1.20%"
"May 31, 2011","2.587","2.587","2.587","2.587","2.58%"
"May 30, 2011","2.522","2.522","2.522","2.522","-1.94%"
"May 27, 2011","2.572","2.572","2.572","2.572","-2.72%"
"May 26, 2011","2.644","2.644","2.644","2.644","1.38%"
"May 25, 2011","2.608","2.608","2.608","2.608","-0.72%"
"May 24, 2011","2.627","2.627","2.627","2.627","1.00%"
"May 23, 2011","2.601","2.601","2.601","2.601","-1.29%"
"May 20, 2011","2.635","2.635","2.635","2.635","4.94%"
"May 19, 2011","2.511","2.511","2.511","2.511","-3.61%"
"May 18, 2011","2.605","2.605","2.605","2.605","-1.06%"
"May 17, 2011","2.633","2.633","2.633","2.633","-0.04%"
"May 16, 2011","2.634","2.634","2.634","2.634","-1.35%"
"May 13, 2011","2.670","2.670","2.670","2.670","0.98%"
"May 12, 2011","2.644","2.644","2.644","2.644","-2.07%"
"May 11, 2011","2.700","2.700","2.700","2.700","0.90%"
"May 09, 2011","2.676","2.676","2.676","2.676","0.19%"
"May 06, 2011","2.671","2.671","2.671","2.671","-1.98%"
"May 05, 2011","2.725","2.725","2.725","2.725","4.29%"
"May 04, 2011","2.613","2.613","2.613","2.613","-5.36%"
"May 03, 2011","2.761","2.761","2.761","2.761","0.00%"
"Apr 29, 2011","2.761","2.761","2.761","2.761","-0.54%"
"Apr 28, 2011","2.776","2.776","2.776","2.776","-0.64%"
"Apr 27, 2011","2.794","2.794","2.794","2.794","-1.86%"
"Apr 26, 2011","2.847","2.847","2.847","2.847","-0.73%"
"Apr 21, 2011","2.868","2.868","2.868","2.868","0.77%"
"Apr 20, 2011","2.846","2.846","2.846","2.846","-0.18%"
"Apr 19, 2011","2.851","2.851","2.851","2.851","-1.11%"
"Apr 18, 2011","2.883","2.883","2.883","2.883","-1.67%"
"Apr 15, 2011","2.932","2.932","2.932","2.932","0.17%"
"Apr 14, 2011","2.927","2.927","2.927","2.927","-1.01%"
"Apr 13, 2011","2.957","2.957","2.957","2.957","-1.47%"
"Apr 12, 2011","3.001","3.001","3.001","3.001","-0.86%"
"Apr 11, 2011","3.027","3.027","3.027","3.027","0.80%"
"Apr 08, 2011","3.003","3.003","3.003","3.003","0.77%"
"Apr 07, 2011","2.980","2.980","2.980","2.980","1.67%"
"Apr 06, 2011","2.931","2.931","2.931","2.931","1.31%"
"Apr 04, 2011","2.893","2.893","2.893","2.893","-1.13%"
"Apr 01, 2011","2.926","2.926","2.926","2.926","1.95%"
"Mar 31, 2011","2.870","2.870","2.870","2.870","-2.15%"
"Mar 30, 2011","2.933","2.933","2.933","2.933","0.62%"
"Mar 29, 2011","2.915","2.915","2.915","2.915","-0.65%"
"Mar 28, 2011","2.934","2.934","2.934","2.934","1.84%"
"Mar 25, 2011","2.881","2.881","2.881","2.881","1.62%"
"Mar 24, 2011","2.835","2.835","2.835","2.835","0.57%"
"Mar 23, 2011","2.819","2.819","2.819","2.819","-1.05%"
"Mar 22, 2011","2.849","2.849","2.849","2.849","0.64%"
"Mar 21, 2011","2.831","2.831","2.831","2.831","0.89%"
"Mar 18, 2011","2.806","2.806","2.806","2.806","1.74%"
"Mar 17, 2011","2.758","2.758","2.758","2.758","-2.30%"
"Mar 16, 2011","2.823","2.823","2.823","2.823","2.17%"
"Mar 15, 2011","2.763","2.763","2.763","2.763","0.58%"
"Mar 14, 2011","2.747","2.747","2.747","2.747","-2.55%"
"Mar 11, 2011","2.819","2.819","2.819","2.819","-2.69%"
"Mar 10, 2011","2.897","2.897","2.897","2.897","-2.79%"
"Mar 09, 2011","2.980","2.980","2.980","2.980","-0.20%"
"Mar 08, 2011","2.986","2.986","2.986","2.986","0.03%"
"Mar 07, 2011","2.985","2.985","2.985","2.985","-1.94%"
"Mar 04, 2011","3.044","3.044","3.044","3.044","2.04%"
"Mar 03, 2011","2.983","2.983","2.983","2.983","1.43%"
"Mar 02, 2011","2.941","2.941","2.941","2.941","-1.11%"
"Mar 01, 2011","2.974","2.974","2.974","2.974","-0.10%"
"Feb 28, 2011","2.977","2.977","2.977","2.977","-1.06%"
"Feb 25, 2011","3.009","3.009","3.009","3.009","0.03%"
"Feb 24, 2011","3.008","3.008","3.008","3.008","0.40%"
"Feb 23, 2011","2.996","2.996","2.996","2.996","-1.19%"
"Feb 22, 2011","3.032","3.032","3.032","3.032","-0.98%"
"Feb 21, 2011","3.062","3.062","3.062","3.062","-0.03%"
"Feb 18, 2011","3.063","3.063","3.063","3.063","-1.23%"
"Feb 17, 2011","3.101","3.101","3.101","3.101","-1.46%"
"Feb 16, 2011","3.147","3.147","3.147","3.147","-1.66%"
"Feb 15, 2011","3.200","3.200","3.200","3.200","-0.81%"
"Feb 14, 2011","3.226","3.226","3.226","3.226","-0.95%"
"Feb 11, 2011","3.257","3.257","3.257","3.257","0.28%"
"Feb 10, 2011","3.248","3.248","3.248","3.248","-1.07%"
"Feb 09, 2011","3.283","3.283","3.283","3.283","2.37%"
"Feb 08, 2011","3.207","3.207","3.207","3.207","-0.40%"
"Feb 07, 2011","3.220","3.220","3.220","3.220","5.68%"
"Feb 02, 2011","3.047","3.047","3.047","3.047","1.60%"
"Feb 01, 2011","2.999","2.999","2.999","2.999","0.84%"
"Jan 31, 2011","2.974","2.974","2.974","2.974","-1.46%"
"Jan 28, 2011","3.018","3.018","3.018","3.018","-0.43%"
"Jan 27, 2011","3.031","3.031","3.031","3.031","0.56%"
"Jan 26, 2011","3.014","3.014","3.014","3.014","-0.95%"
"Jan 25, 2011","3.043","3.043","3.043","3.043","-0.20%"
"Jan 24, 2011","3.049","3.049","3.049","3.049","1.06%"
"Jan 21, 2011","3.017","3.017","3.017","3.017","2.58%"
"Jan 20, 2011","2.941","2.941","2.941","2.941","-1.44%"
"Jan 19, 2011","2.984","2.984","2.984","2.984","1.81%"
"Jan 18, 2011","2.931","2.931","2.931","2.931","-0.24%"
"Jan 17, 2011","2.938","2.938","2.938","2.938","0.51%"
"Jan 14, 2011","2.923","2.923","2.923","2.923","-1.65%"
"Jan 13, 2011","2.972","2.972","2.972","2.972","0.17%"
