Date,nt_sq_price_value,kl_sq_price_value,hk_sq_price_value
2013-08-25 00:00:00,5939.494260204082,8226.340460526319,9052.986831683167
2013-09-01 00:00:00,5944.555178997613,8446.428142857145,10055.161349206346
2013-09-08 00:00:00,6005.0856871035985,8041.460975609756,10564.76777777778
2013-09-15 00:00:00,6072.992801047124,8201.293524590164,9177.730280373833
2013-09-22 00:00:00,6012.317075098815,8065.760769230774,10466.12657142857
2013-09-29 00:00:00,5653.881290322583,7975.819830508476,9927.45025862069
2013-10-06 00:00:00,5414.016495956876,8077.655080645162,10269.99775510204
2013-10-13 00:00:00,5028.944427645784,7890.1538571428555,9474.797499999999
2013-10-20 00:00:00,5071.934365079365,7756.315681818181,10336.725074626866
2013-10-27 00:00:00,4578.381316725977,8004.565833333331,9540.155374999998
2013-11-03 00:00:00,5092.212381930182,8390.841666666667,12647.831272727275
2013-11-10 00:00:00,5178.911287128711,10223.778366013075,10934.188837209305
2013-11-17 00:00:00,5919.309278074866,9733.960379746832,11404.724285714285
2013-11-24 00:00:00,5836.544352159463,9863.811437499999,11585.063229166668
2013-12-01 00:00:00,5785.48371601208,11513.520809523816,9954.543260869565
2013-12-08 00:00:00,5981.748584337354,9287.125504587157,11593.0843697479
2013-12-15 00:00:00,5841.405150602412,8613.376363636362,11189.58970588236
2013-12-22 00:00:00,5769.210432098766,8221.1705625,11058.004112903223
2013-12-29 00:00:00,5912.102205882352,8984.28063157895,11997.609130434783
2014-01-05 00:00:00,6006.686431372552,8431.728796296296,10094.526826923076
2014-01-12 00:00:00,6033.631190476186,7779.251212121212,10057.548759124093
2014-01-19 00:00:00,6108.456666666666,7838.079000000001,9832.962340425533
2014-01-26 00:00:00,5859.390140845068,8138.232105263157,9512.547765957448
2014-02-02 00:00:00,5979.154331983808,7765.052647058825,10231.713472222224
2014-02-09 00:00:00,6038.71328205128,7577.839113924048,9248.032295081968
2014-02-16 00:00:00,5732.884171597635,8372.6548,9685.560560747663
2014-02-23 00:00:00,5980.849538904902,7635.004365079364,9917.50737373737
2014-03-02 00:00:00,6064.72446745562,8281.362589285714,8970.566904761907
2014-03-09 00:00:00,6041.848409090911,7517.399799999998,9860.891694915255
2014-03-16 00:00:00,5876.726037735847,8103.345564516126,10154.518414634147
2014-03-23 00:00:00,5891.405282051281,7501.367401129943,10452.513676470586
2014-03-30 00:00:00,5802.353042328046,7651.792558139531,10954.963781512604
