Date,neg,neutral,pos
2009-03-15,,,
2009-03-22,,,
2009-03-29,,,
2009-04-05,,,
2009-04-12,0.5095519989067516,0.5950890614040548,0.4904480010932484
2009-04-19,0.6473348232879399,0.1554162254085373,0.35266517671206005
2009-04-26,0.5214556083580361,0.8247617086317307,0.478544391641964
2009-05-03,0.575821686049013,0.5736105479346912,0.42417831395098704
2009-05-10,0.4197285626658204,0.8611652919286161,0.5802714373341796
2009-05-17,0.13844571185589372,0.8609332561549224,0.8615542881441063
2009-05-24,0.3022250557492936,0.8710908640361179,0.6977749442507064
2009-05-31,0.19100429257316254,0.8989083726318324,0.8089957074268375
2009-06-07,0.3696449765089733,0.8392574768721056,0.6303550234910267
2009-06-14,0.2347202723892443,0.8503918324482163,0.7652797276107557
2009-06-21,0.5786373885873664,0.8461098191628725,0.4213626114126336
2009-06-28,0.14462499870487802,0.6072668796496735,0.855375001295122
2009-07-05,0.13050973794984788,0.8296168780257286,0.8694902620501521
2009-07-12,0.2413587971711085,0.880679530173894,0.7586412028288915
2009-07-19,0.1741341923953783,0.8515627121569612,0.8258658076046217
2009-07-26,0.18127527190636927,0.8946598729496665,0.8187247280936307
2009-08-02,0.5850330337951674,0.8546374880930006,0.41496696620483264
2009-08-09,0.10723093322398992,0.8468912160335235,0.8927690667760101
2009-08-16,0.12460448451549012,0.8535990004532849,0.8753955154845099
2009-08-23,0.16162744504975424,0.8569567904413632,0.8383725549502458
2009-08-30,0.15028161661867626,0.8701490204566742,0.8497183833813238
2009-09-06,0.5115199725235651,0.8485092986701868,0.4884800274764349
2009-09-13,0.35315063287168713,0.8423076693174147,0.6468493671283129
2009-09-20,0.16919561383829795,0.8773531256416992,0.8308043861617019
2009-09-27,0.3331270622278181,0.9043028935378966,0.6668729377721819
2009-10-04,0.42630644980018384,0.7618032771000358,0.5736935501998162
2009-10-11,0.36221655353865867,0.8508414104728068,0.6377834464613413
2009-10-18,0.3901305260453203,0.9143871133239032,0.6098694739546797
2009-10-25,0.4027794249046209,0.8672421880989697,0.5972205750953791
2009-11-01,0.3731597669455136,0.8541840747660108,0.6268402330544864
2009-11-08,0.3197281569897754,0.8645373745682289,0.6802718430102246
2009-11-15,0.29789578612581513,0.5759885237916925,0.7021042138741849
2009-11-22,0.1059445908203408,0.8734100976133172,0.8940554091796592
2009-11-29,0.32331458434247784,0.8697106595608903,0.6766854156575222
2009-12-06,0.2691831085561979,0.842525175927729,0.7308168914438021
2009-12-13,0.3810145945564593,0.8402745402745181,0.6189854054435407
2009-12-20,0.13370097667821867,0.8365480115284566,0.8662990233217813
2009-12-27,0.3088794144388758,0.8112292900261978,0.6911205855611242
2010-01-03,0.443899757143865,0.8425153529591533,0.556100242856135
2010-01-10,0.12946386479334138,0.8574149435283607,0.8705361352066586
2010-01-17,0.4216657939745003,0.8396066331282036,0.5783342060254997
2010-01-24,0.13650886470336174,0.8861579744120931,0.8634911352966382
2010-01-31,0.1564412508034646,0.737523421878405,0.8435587491965354
2010-02-07,0.3648421123103505,0.6502310993532011,0.6351578876896495
2010-02-14,0.15293011771725984,0.8441787555213741,0.8470698822827402
2010-02-21,0.4703013782024552,0.879074239177538,0.5296986217975448
2010-02-28,0.12146734963204844,0.85279906900189,0.8785326503679516
2010-03-07,0.6186784913098515,0.5883247913885226,0.3813215086901485
2010-03-14,0.6914204127018914,0.20152688742170008,0.30857958729810864
2010-03-21,0.0,1.0,0.0
2010-03-28,0.0,1.0,0.0
2010-04-04,0.4522031649686837,0.4424275870008833,0.5477968350313163
2010-04-11,0.5379741670522449,0.6224830643027791,0.4620258329477552
2010-04-18,0.5780462950442792,0.9027255311112024,0.4219537049557208
2010-04-25,0.4766486370487117,0.8868934129209056,0.5233513629512883
2010-05-02,0.6417134210052917,0.9249266692357112,0.3582865789947083
2010-05-09,0.17974188675360658,0.8642560196870027,0.8202581132463934
2010-05-16,0.0,1.0,0.0
2010-05-23,0.5959372380979427,0.8265113633238611,0.4040627619020573
2010-05-30,0.3749149447666107,0.8258298730612524,0.6250850552333893
2010-06-06,0.5561279687437586,0.8836124336641012,0.4438720312562414
2010-06-13,0.4450743594473835,0.8965360268413937,0.5549256405526165
2010-06-20,0.7039306410127059,0.8083332985962149,0.29606935898729403
2010-06-27,0.8131728826640815,0.9118952209861634,0.1868271173359185
2010-07-04,0.4300905448962745,0.9221774249874096,0.5699094551037255
2010-07-11,0.6942342662762494,0.8934693561051764,0.3057657337237506
2010-07-18,0.4962523796331309,0.9023791563271628,0.5037476203668692
2010-07-25,0.15513868416726873,0.2489972398442407,0.8448613158327313
2010-08-01,0.0,1.0,0.0
2010-08-08,0.0,1.0,0.0
2010-08-15,0.5202471095348586,0.8042854738616438,0.4797528904651414
2010-08-22,0.0,1.0,0.0
2010-08-29,0.0,1.0,0.0
2010-09-05,0.0,1.0,0.0
2010-09-12,0.0,1.0,0.0
2010-09-19,0.0,1.0,0.0
2010-09-26,0.0,1.0,0.0
2010-10-03,0.0,1.0,0.0
2010-10-10,0.0,1.0,0.0
2010-10-17,0.4780225389716104,0.24021314287169826,0.5219774610283896
2010-10-24,0.49615985090783904,0.5617533109348629,0.503840149092161
2010-10-31,0.0,1.0,0.0
2010-11-07,0.0,1.0,0.0
2010-11-14,0.0,1.0,0.0
2010-11-21,0.0,1.0,0.0
2010-11-28,0.0,1.0,0.0
2010-12-05,0.0,1.0,0.0
2010-12-12,0.0,1.0,0.0
2010-12-19,0.0,1.0,0.0
2010-12-26,0.0,1.0,0.0
